imu_challenge_dataset
time_s,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,temp_c
0.33,0.0018914894930776500,-0.004802789202164180,-0.0006566891398885550,-0.05220427112073150,-0.05650095046421260,9.756061499866450,25.023037836631500
0.34,0.005652210600385500,-7.00382677272802E-05,0.003889259669473540,-0.04226117565382380,-0.0181096177792731,9.7669638139713,25.023735920597100
0.35000000000000000,0.0015656429005591000,-0.002702748252090260,-0.00017720102209487000,0.02727805825434700,0.035093660475519300,9.865931872190830,25.024434001670500
0.36,0.004425266813939520,-0.00445871096031282,-0.0033851377188658800,0.0024361722680959900,0.11191985254510500,9.796179928433790,25.025132079766700
0.37,8.84087986806432E-05,-0.0008362366788805980,0.0010401445702204700,0.002825625924627120,-0.0012255651734001300,9.779936498763000,25.025830154800600
0.38,0.0013515863702093200,-0.00013715928451099700,0.0005242726662284820,-0.03903175101575110,0.014387802124036500,9.789138824903340,25.026528226687300
0.39,0.004401890360340700,-0.002870712037138770,0.004715394545626940,0.03598477749231220,0.05629721847351320,9.833917187973020,25.0272262953415
0.4,0.005485310468194310,-0.0005531940305064760,0.0019793879083875000,-0.01185814146508320,-0.0031909730199026000,9.775173305635960,25.02792436067830
0.41000000000000000,0.004351323289163720,-0.006564444504816180,0.0003894745063375360,-0.013502505178435600,0.018437410655607400,9.784963071684530,25.028622422612600
0.42,0.0037774995795413200,-0.004635328483281340,0.0006062898192138520,-0.05656193173563250,0.0410991766706576,9.794784372128600,25.029320481059300
0.43,0.003406798169601460,0.0005908215681241480,0.0005831929843244980,0.039567084944800200,0.055101337110118900,9.855879538150210,25.030018535933400
0.44,0.0010521709954101200,-0.002441195230965850,0.005434266749126770,-0.01806826518925290,0.002706877042843130,9.72705800938461,25.030716587149900
0.45,0.002569735973597680,-0.005718143725972970,0.002350967736275690,-0.0022575807441776200,-0.024029566549089300,9.810443736440310,25.03141463462360
0.46,0.0030883562615613000,-0.0033913098252300700,-0.001814320344548020,0.059489838338565700,0.010205115583469600,9.792143550841220,25.0321126782696
0.47000000000000000,0.006124087667838650,-0.0038402388014496200,0.0005111201037980300,-0.05234204764673340,-0.08486534470894010,9.84039336178935,25.032810718002700
0.48,0.004697289205258310,-0.002325221712198260,0.0009527351039989830,-0.0043338562686758400,0.014685302550837900,9.804290961710790,25.033508753738000
0.49,0.0004841817248916110,-0.0027346606105372400,-0.0012151364069285400,-0.07790759931816580,0.04334438250941960,9.764105925322220,25.03420678539030
0.5,0.0046586393826519600,-0.0016351555795487600,-0.00256591091449418,-0.026182060900352100,0.08491194638932520,9.917464825848890,25.03490481287460
0.51,0.0032405162899991100,-0.002131811536003980,0.0021911267635736900,0.0644109121908419,0.04623231170084800,9.887234804504860,25.035602836105800
0.52,0.0026570462558877800,0.0007267386810738350,-0.0006092659914758080,-0.07707002164021640,-0.12830215305873000,9.822290563100610,25.036300854999000
0.53,0.005234452238522440,-0.0011435030266668600,0.0034975432371199600,0.011784057338489000,0.06958890696921450,9.839605431659500,25.036998869469000
0.54,0.006073308108821150,-0.001077117401726670,0.0010163888652156700,0.08017708667223550,0.07334746564266680,9.772751027977800,25.037696879430800
0.55,0.005874078703672210,0.00033799322474892000,5.14623594765291E-05,0.027437655783172200,-0.046031766641882600,9.820441205377530,25.03839488479940
0.56,0.0023332928192016200,-0.0027697189237612400,-0.0038334673002911900,-0.029190167027186000,-0.02003102349119930,9.942768081767820,25.03909288548960
0.5700000000000000,0.003393512512722540,-0.00451579671043366,0.003444635699255860,-0.055586626476201400,0.07195342327626060,9.871997792920280,25.039790881416600
0.58,0.00467467352455565,0.0004220384237635130,0.0015870536652906000,-0.09648057636037380,0.002778042124809730,9.757198841029850,25.04048887249510
0.59,0.005963446311836760,-0.0017200791320557500,0.0001036105623652750,0.07811634714727930,-0.02937685863630000,9.83022224138847,25.04118685864010
0.6,0.003054216976239430,-0.0017129206162488000,-0.0007805827751604050,-0.02104412452475100,-0.037572893100978700,9.814087111165630,25.041884839766700
0.61,0.0036414568914092900,-0.003258143279902520,0.00419818241806251,-0.09009905406191540,0.13172958415115000,9.836031279991160,25.04258281578980
0.62,0.0018003142879752000,-0.003225054508882320,-0.001128439401345710,-0.05105824866963650,0.03937386386449240,9.899098456885760,25.043280786624200
0.63,0.0016207803774941600,-0.00029775957202131100,0.0002627050833946960,-0.053904815218450700,-0.013930098828557500,9.76451789215312,25.04397875218500
0.64,0.00563845465850454,-2.17530612473499E-05,0.0021394902041141300,-0.02475570213174570,0.0714311720742075,9.799905338264650,25.044676712387100
0.65,0.006726092457285320,-0.0004232782550775700,0.0039015332800467500,0.1194177808259340,-0.004511612686755310,9.753816395326380,25.045374667145600
0.66,0.003869801541751900,-0.00040486226583400700,0.0005673605859244400,0.04614698965807840,0.06057049245450470,9.820741390052180,25.046072616375200
0.67,0.006021096963781360,-0.0008525868134822720,-0.0004696339484650850,0.024215354040750300,0.029061621217021700,9.815387971570260,25.046770559991100
0.68,0.004737512599467680,-0.001727460840262080,0.0007865215828893630,0.05987357745052370,-0.016932089485953400,9.914156133778550,25.047468497908000
0.6900000000000000,0.002724210419802090,-0.0023411260826337300,0.0028089413259146700,0.09169307942080520,0.02491506061019560,9.767437570278420,25.048166430041100
0.7000000000000000,0.004737450517908420,0.0004304205711441680,0.003258789770526410,0.026406521387350400,0.02693616365509310,9.85530166220459,25.048864356305300
0.71,0.007090941815916590,-0.0027375292856577700,-0.0017503182980907600,0.07205987278144330,0.0400411669742463,9.678948531541230,25.049562276615500
0.72,0.0039434259790461,-0.0012499895340611700,0.0012298802407540200,-0.03203811401881270,0.08142076025476500,9.906646976804890,25.050260190886700
0.73,0.007144574741338150,-0.0035978343761017300,-0.0018685308179228000,-0.04313656688325280,0.1105918492291090,9.811445512249050,25.0509580990338
0.74,-0.0012239934078879400,-0.0033082668735065300,0.0027684343419545400,-0.05157990608107680,0.02055714855304610,9.816964519970810,25.051656000971800
0.75,0.005659511177735170,-0.0024618383563913000,0.0018447678011663100,0.014697421710471600,-0.09540080800912860,9.798862206066120,25.052353896615700
0.76,0.0041900096722404900,-0.003597266396278230,-0.000842371261901459,-0.13149386920991900,0.0438326452220682,9.833677012301780,25.05305178588050
0.77,0.003418110199672580,-0.0003935464153071920,0.004068291140102330,0.06623515476553430,-0.013037899603238900,9.780267099151640,25.05374966868100
0.78,0.0041998558165507100,-0.004685178994103590,0.001670026960014780,-0.024683390262204900,-0.0845611266632248,9.817194222012390,25.05444754493240
0.79,4.14057951630331E-05,-0.0017905116703279800,0.001450384960933260,0.041314434399884700,0.03453475177091430,9.87742823165906,25.055145414549400
0.8,0.003577409207559120,-0.0017238151508262100,0.000641777035308081,-0.06959041624088560,0.021970151399129800,9.79049774493726,25.05584327744710
0.81,0.004731187483085660,-0.005610290929931250,0.0009839241313306870,0.05556237062734110,-0.04027707835269650,9.79483501122262,25.056541133540500
0.8200000000000000,0.006972959784306410,-0.0028705998444983000,0.00023703499715442400,0.06914260350729100,-0.05929621027729130,9.795954683811270,25.05723898274460
0.8300000000000000,0.002980840610944980,-0.0014770135589088700,-0.0004824169924325070,0.0051455427285547300,0.06979113418779630,9.857898351169150,25.057936824974200
0.84,0.0024006031922569600,-0.0011308170813829700,0.0034582611752107900,0.02638885063240970,0.025307859505757000,9.802410317071610,25.058634660144500
0.85,0.003014285659281990,-0.002396747919566290,1.45148206686357E-05,-0.0513117174720637,-0.039549018665047700,9.787731603606580,25.05933248817020
0.86,0.005848813328094100,-0.0006342175292452690,-5.28160754634443E-05,0.002277442755899760,0.033127231500803100,9.818969894055660,25.060030308966500
0.87,0.0046757206560538500,-0.0022064868899824300,0.000741411819702235,0.048614348754599400,-0.021010959054550300,9.863155600728910,25.06072812244830
0.88,0.0029589073710250700,-0.001960408990143790,0.0038490289617096200,-0.015150320166900600,0.027238355725283300,9.744814585631060,25.061425928530500
0.89,0.005045171984365170,-0.001484267516601260,0.0032623317873946300,0.07631892395144760,0.015703943418061200,9.847392798500580,25.062123727128200
0.9,0.004213001554142960,-0.0001334364389004120,0.0002103032608650260,-0.08915998608394240,-0.12822281490855200,9.827639727042680,25.062821518156300
0.91,0.005956345771524700,-0.003338732144525120,0.003453570851117360,-0.01643257940599040,0.005414285602115140,9.829833433372510,25.063519301529700
0.92,0.0026151589353943600,-0.002960800329603880,0.0012162403408566800,-0.0960589913323815,-0.008327665456051240,9.810941307338980,25.064217077163600
0.93,0.003364150160296290,-0.0033248100144638800,-0.0006868505360160700,0.015808130637852100,-0.03701618485119740,9.811572968606210,25.064914844972700
0.9400000000000000,0.0032354674751973600,-0.0026512729113094200,4.77413039931872E-05,-0.010651163431802700,-0.06320111773615580,9.845198335245410,25.065612604872200
0.9500000000000000,0.0010928632107688800,0.0008657305875149400,0.0037465077385674600,-0.00879359124396866,-0.01087580184784760,9.73252122545186,25.066310356777100
0.96,0.0046123429843097900,-0.0008411477412199270,0.005165690527138230,0.03700011124195030,-0.0176368689735481,9.769586452236620,25.06700810060210
0.97,0.004542422295238530,-0.004248638323085180,0.0016396335175064000,-0.01418774551544270,0.032570506656720200,9.725587375236500,25.0677058362625
0.98,0.004030747982386850,-0.0031872132184427300,-0.00013307432336603800,0.14033499790801800,-0.007258025230995680,9.900591589284380,25.068403563673100
0.99,0.0035515561180743900,-0.0012406452948974100,0.0007501650646521070,0.04042637576257670,0.004429192660331810,9.872969186591550,25.069101282748900
1.0,0.001190198213920670,-0.0037990557631845400,-0.0005248883638778410,0.0015022840774043700,0.01635825969097250,9.70140213004449,25.069798993405
1.01,0.0031798583631361600,-0.003436580742518260,-0.00023352675784649900,-0.033735493689120500,-0.023195623212671800,9.828100044175730,25.070496695556300
1.02,0.003335929283681780,0.0007041582101718410,-0.00043009559559363800,-0.04553598945388510,-0.04981777730143390,9.799034571004090,25.071194389117700
1.03,0.0024170130837580700,-0.0032123728421455000,0.0008413125050026860,0.021851414383067800,0.11067184651710900,9.839719413208930,25.07189207400440
1.04,0.003699205501707330,-7.61484179149961E-05,0.0012413620729158500,-0.026326953535313600,-0.003885690881333390,9.826726548858300,25.07258975013120
1.05,0.004830087938853010,0.0005253038625444990,0.0007036777186364210,0.04954421749719650,-0.010499908942010900,9.802887226660900,25.073287417413100
1.06,0.007794567325150630,-0.0034521271671848800,0.0005573541309568590,-0.004113950005219690,0.0706736009826668,9.806930687046290,25.073985075765200
1.07,0.004371560443194420,-0.0037649885680937900,0.002520983247011390,-0.003945805809077090,0.0943564576716458,9.860884369780760,25.074682725102500
1.08,0.004537714891047490,-0.002537188099894360,0.0005415821501491070,0.005732525368460960,0.07228502598468730,9.780253355303550,25.075380365339900
1.09,0.003873931567385380,-0.004162039842068770,0.000669968378732531,-0.007600990333154720,-0.019516737655845900,9.790787638178430,25.076077996392400
1.1,0.00018549025485443000,-0.0017425771193595100,0.0006468794579477880,0.01385720189150160,0.017363769102564000,9.842360226078320,25.07677561817500
1.11,0.00397021421828241,-0.0023958091775862100,0.004086575465902540,0.10347564835587900,0.029227000484949600,9.852791284222970,25.077473230602800
1.12,0.004143911669959270,-0.0012632058015092600,1.75707503485062E-05,0.02704096690036800,0.1118417021654690,9.824657990551710,25.078170833590700
1.1300000000000000,0.00895014475308669,0.0008096605978763870,0.0021925922138830700,0.021167111753822500,0.021011572905164300,9.785955219685820,25.078868427053700
1.1400000000000000,0.0036391478737098100,-0.00034911683627799,-0.0004967553878749220,0.03935036591655150,0.023230429267167100,9.72644771578458,25.07956601090690
1.1500000000000000,0.004627173760186760,-0.001005467732162260,0.0016998896628505300,-0.005425469761088050,-0.0506559421390968,9.728491501677940,25.08026358506510
1.16,0.003954864805422560,-0.005915904596047140,0.002092466383576680,-0.048182628689900600,-0.06276443519017180,9.799805947528290,25.080961149443500
1.17,0.001687141535948040,-0.0010969162950038500,0.0031685185736054800,-0.15095415292360200,0.06771949763589690,9.818301530528310,25.08165870395700
1.18,0.006310352503586240,0.0014617265711132300,0.00023146366141487000,-0.10254140254982500,0.01729090379857230,9.792363373539020,25.082356248520700
1.19,0.005528782200288390,-0.008004434276017140,-0.0012279251296503600,0.03739716266222830,0.022364042937250600,9.757439974778490,25.08305378304950
1.2,0.005607189286323610,-0.0006044846525570700,-0.0005679706465211500,0.01843996322796680,0.053679952917361000,9.749697162483260,25.0837513074584
1.21,0.002206559736909270,-0.00230182738518043,0.002929083146273340,-0.00739932243521917,0.042615319205757100,9.818129531150890,25.084448821662500
1.22,0.0068311325195452300,-0.003682560740930540,0.005163503224973350,0.11811439211446700,0.036089618700157,9.877844816615590,25.08514632557680
1.23,0.0012220510201503000,-0.00038057406835285300,0.0026689068240254400,-0.0017129552198925400,0.03179621452030360,9.772741904318660,25.0858438191162
1.24,0.005199676578259290,0.0014367200616538300,-0.0015242788595767000,-0.11808800555092300,0.0069344485398395600,9.808769433427750,25.086541302195800
1.25,0.008407082884039160,-0.00043209078737835800,0.0026013057622256800,0.03752472007930880,0.010455644969839000,9.77445851016189,25.08723877473070
1.26,0.0020453082207293400,-0.002724796655195910,-0.0008875821820430830,0.05804741973665880,0.045802122507312400,9.840091321751150,25.08793623663570
1.27,0.0028939946471422600,-0.0038692129112511100,0.00030171476573752100,0.03600423669176780,-0.04692022832695260,9.803733829680710,25.088633687826000
1.28,0.004226102068640250,-0.001692878506777600,0.001374462153730590,0.05878629353735630,-0.05252100019514780,9.859400013818330,25.08933112821660
1.29,0.0030200572590843200,-0.00023565570369234500,0.001710737710941930,-0.08804400092377410,0.004084847834654140,9.815883200393770,25.090028557722400
1.3,0.0009258909307452870,-0.0027559608572157500,0.0011308841893424300,0.0047343649825949400,0.007456648096459960,9.815991932239230,25.090725976258500
1.31,0.004164552964734040,-0.002562481306553610,-0.00020222429409917600,-0.04150129764967770,0.03622298657838370,9.76734240946221,25.091423383739900
1.32,0.0019030288065723000,0.003662424655693140,0.0031199165293486700,0.02615490443783390,-0.01111496162583270,9.768199218326820,25.092120780081700
1.33,0.004975030310830010,0.00017586752495921900,-5.51328097945199E-05,0.07601567390221290,-0.038895649158882700,9.832992517480820,25.092818165198800
1.34,0.002189206193234300,0.0003189604645885350,0.003509025490723980,-0.01840641358614500,0.030087849580781200,9.821495647615030,25.09351553900640
1.35,0.007128132680460870,-0.004901729231833770,-0.0017187597815793300,0.0325801760371721,0.06732964347334070,9.910693157457520,25.094212901419300
1.36,0.0024619664910333200,-0.003395395308116390,0.0014310606838888500,-0.04382316165117160,0.01825193499465730,9.755153029866400,25.094910252352700
1.37,0.0033845592451051000,-0.0018315152027472200,-0.0014523019264630600,-0.0008757758162240420,-0.07269826086192320,9.85955527217997,25.095607591721500
1.3800000000000000,0.0056559259105716,-0.003983014131882130,-0.0006681652639852740,-0.02571042128108760,0.013777526079943700,9.816511669504960,25.09630491944090
1.3900000000000000,0.0015673720377598200,0.001220195044863740,-2.60244178668361E-05,0.09005004459982430,-0.09656911847057390,9.761298534023350,25.097002235425800
1.4000000000000000,0.004484229731085630,0.0008401645210995360,0.004041210909461950,-0.05399090554719340,-0.0020540224347721500,9.676257592703020,25.097699539591200
1.41,0.006643804558120550,-0.003047411308397650,0.003616049332204650,0.00441182970781654,-0.10048854842270000,9.778224908064820,25.0983968318523
1.42,0.0008147617645147510,0.001587656035639770,0.0027484975251143900,0.06846561991249180,-0.021506417051433000,9.784528866494770,25.099094112124000
1.43,0.004399205131161030,-0.001988545917375600,0.0010665715004337300,-0.09724802252000530,0.025552584860405800,9.784424754612310,25.099791380321400
1.44,0.004549912179404710,0.0031988771620500100,0.0013761178987426900,0.021562534961504500,-0.014271524414030000,9.855090055548280,25.10048863635950
1.45,0.0055940015076006500,-0.0016903905629192400,0.0035329583236627100,0.005555623199920730,0.05743647897769700,9.787095599380120,25.101185880153400
1.46,0.001556663511729270,-0.0008272378770195320,0.002402610572413600,-0.03405901546132910,0.010953566819077200,9.823644560693770,25.101883111618100
1.47,0.0013898608730320500,0.0008203229484728510,0.0010360168467415100,0.06080528441479770,-0.05618208020774670,9.740304944846020,25.10258033066870
1.48,0.005074866392399830,0.0005759222070596410,0.003973343160032560,0.08579811712530060,0.04503343210737110,9.82943637096107,25.103277537220100
1.49,0.004625161765822620,-0.0009577409214907130,0.0026290590723270300,0.03289930673911940,0.034461695709067800,9.745026203290710,25.103974731187500
1.5,0.00453238727443752,-0.0022613462563904900,0.001484839731678040,-0.014838472515145600,0.06369113429947990,9.843797380043000,25.104671912485900
1.51,0.0047245071433030500,-0.0009506607838076980,8.20464395030374E-05,-0.07234636184202240,0.03548666056809630,9.858345180181810,25.105369081030300
1.52,0.0026717704278637700,-0.003611155096405060,-9.84845065860258E-05,0.00899915932447586,0.023494443661373500,9.73502742413225,25.106066236735800
1.53,0.004496536408177260,-0.001674379886368260,0.00032764928959944100,-0.007682578391605590,-0.049647635398348900,9.906162677140560,25.10676337951750
1.54,0.004618383099384480,-0.004197122963137910,0.001913981771523970,-0.004647422781423640,0.04065954100261560,9.787264705101640,25.107460509290400
1.55,0.00260374445173813,-0.0055401317549666900,0.002671565631865610,-0.0248443215716104,-0.007321705419816480,9.82811084005306,25.10815762596960
1.56,0.007764205441130520,-0.0018773755258271100,-0.0018885836911020700,-0.02924138442566530,0.040303070215313900,9.848234361789850,25.108854729470000
1.57,0.004980531387735630,0.0005464661452847180,-0.0028931973553024600,0.0014531085211177000,0.11150686766844700,9.77630220717683,25.109551819706900
1.58,0.0016504676745732500,-0.00012634093748885000,-0.0009029796131842650,-0.061564540675285200,0.060337871230219300,9.774957812037440,25.11024889659520
1.59,0.0053463910052826500,-0.002141635399441230,0.00018464677324930700,0.05182059228495400,0.014252505727804900,9.788806455841400,25.110945960050000
1.6,0.0020841295625412600,0.001516307998348260,0.0033918944013123900,-0.038165364856658700,0.0036669936355471300,9.832881456878130,25.111643009986300
1.61,0.005607871221380700,-0.00311565477242928,0.000439163664033624,0.005601889691743410,-0.0208860172109053,9.839201731152710,25.112340046319300
1.62,0.0063511022787040200,-0.005813057909803240,0.0015095466979437800,-0.016214284665024900,-0.11614860801041300,9.879780030275070,25.11303706896410
1.6300000000000000,0.00239275558664724,-0.006341455772834820,0.0018358090239753400,0.03250999423424960,0.0023229696967369800,9.872162789684570,25.113734077835500
1.6400000000000000,0.005961081580343310,-0.004339495666621660,-0.0010471417203420400,0.029771819690462300,-0.02568913841211150,9.87154199697807,25.114431072848900
1.6500000000000000,0.004860100270048740,-0.0003437249026917150,0.00391977766375654,0.02535189448177500,0.01609516848811110,9.853705216187690,25.115128053919100
1.6600000000000000,0.005678867826277400,-0.0032464403627425000,-0.0003296117719598390,-0.058444610679079900,-0.025812993453765900,9.849868497100550,25.11582502096140
1.67,0.007828542557475110,-0.0010547783215072500,0.004119582911932560,-0.009622841529912630,0.011052747928441500,9.78982624852501,25.116521973890700
1.68,0.0035443894417809200,0.001316010549692390,0.0007476479970725690,0.08011298391086440,0.06230326332565510,9.78230408996826,25.117218912622200
1.69,0.0025279024224062900,-0.004176610757741430,0.0003249934047737880,-0.017094302759922500,0.007835268899254260,9.7328505995329,25.117915837070900
1.7,0.0022565549648945300,-0.0010192779869778400,-0.0012215783673126000,0.05246406128881560,-0.05430822870099840,9.879937859646710,25.118612747151900
1.71,0.002404172322903230,-0.0008982119261324880,0.0013945705823971600,-0.0005070737429914250,-0.041539130587933600,9.812382833756730,25.11930964278030
1.72,0.0038817985383331600,-0.003697474672171960,0.005508764788071880,-0.015488182038300700,0.034535487716059200,9.826696376720380,25.12000652387120
1.73,0.004718514966735200,0.0007325625285581080,0.0018271765808040100,0.00932802955572927,0.037653856802777400,9.66936210664358,25.12070339033970
1.74,0.00458980167129029,-0.002551134062678790,0.0015408737438978100,-0.04161023359053550,-0.043584044853549100,9.777075065407570,25.121400242100800
1.75,0.005690995621792960,-0.0027430865460120800,-0.00033320725157831700,0.04499368888058970,-0.001436227073028870,9.858680319620170,25.122097079069700
1.76,0.004062841954104240,0.002247785217068230,0.0021839674972235600,-0.04269611417119660,0.04523403648787320,9.826528384011440,25.12279390116140
1.77,0.0069441153668019600,-0.0009297683736083470,0.0013152356142459000,0.027683098570269400,0.08603837240837930,9.77692265656359,25.123490708291100
1.78,0.003507942583636220,-0.00012458140055425000,0.0008743310505170550,0.05393044331576110,0.008821117259248700,9.80413582128328,25.12418750037380
1.79,0.009477803616376610,0.0007347627185085940,0.00198958956865702,0.021286521564752600,-0.009952520010074950,9.908942909657400,25.124884277324600
1.8,0.005289009007247600,-0.0032758317911067100,-0.0026316919576397900,-0.028450836283786700,-0.018483714447096500,9.79822258874385,25.125581039058600
1.81,0.0023235682228147400,0.000524897751205559,0.0007989510152096440,0.009285331244360300,0.0071565771818401000,9.816054079359820,25.126277785491000
1.82,0.0018963073588388200,-0.002978393326687980,-0.0013940556902374100,-0.03671082245738900,0.06945360441076080,9.809667563684580,25.126974516536800
1.83,0.005003246200119720,-0.0030637125322543600,0.0010577969966398900,-0.010566545503482800,0.007238040288684620,9.820396794283720,25.12767123211120
1.84,0.0035915848089870500,-0.00251832635819044,-0.00044839875126670900,-0.02616416420306350,0.02499987843507920,9.870202868425180,25.128367932129200
1.85,0.005466720373135960,-0.0032183167465887300,-0.0003116797011224080,-0.038062352629113600,-0.07108114368957350,9.934110458168570,25.129064616505900
1.86,0.004985403634694050,-0.000329734877654366,-0.001666882565571400,0.031528756205929100,0.07971930025191810,9.883833109906840,25.12976128515650
1.87,0.003893479556085100,-0.0014394871021106600,0.0032313299424936400,0.04919706501659450,0.06684295836665890,9.821668134308650,25.130457937996100
1.8800000000000000,0.002345758936345140,-0.0029562179142462600,-0.00035549299653575700,0.05266366911499720,-0.014806624981668100,9.869637666726000,25.131154574939800
1.8900000000000000,0.0010098609093991000,-0.0006246196945098060,-0.00024847724726750900,0.012105898424119800,-0.005217403568283830,9.735288065091840,25.131851195902800
1.9000000000000000,0.0031467344361059600,-0.002523855314612690,0.004061230142344840,0.07345723731888450,0.058967996107037500,9.809102185412000,25.1325478008
1.9100000000000000,0.0057527709055109500,-0.002629491862820010,0.0021359148655331700,-0.03384492185105100,0.1472641807550870,9.774999858823990,25.133244389546700
1.92,0.004468369776877800,-0.001875844037785320,-0.003069278476023960,0.06425745949631570,-0.08423907644330610,9.781529394785570,25.13394096205800
1.93,0.001548913698050710,-0.0010461517850177800,0.0037707203434436300,0.04547806092596460,-0.025546936010271200,9.858034815660090,25.134637518248900
1.94,0.004386962069112790,-0.0011932378896382100,0.004295781283398610,0.0019915798402047200,-0.019709597359944300,9.878326890041660,25.13533405803470
1.95,0.004811443933856820,-0.002699292248239560,0.004108752176512700,0.011153282673822400,0.05204818470122090,9.743460526773050,25.136030581330500
1.96,0.002273303254013140,-0.0002784321675109280,0.002336378486022260,0.0518152905505347,0.01771850500348490,9.801192608795500,25.136727088051300
1.97,0.004348677285324780,-0.0024173035865368300,-0.001203419519862020,0.033093466337502100,-0.0256181601562695,9.777421360232730,25.137423578112400
1.98,0.004157853452320640,-0.0032823449669316800,0.0009015489853036160,0.01307410634360950,-0.07081185877096460,9.843391869375880,25.13812005142880
